id,试卷名称,试题简介,words
1447,12月06日物理课堂练习特殊光线作图,完成光路图。,12 06 物理 课堂练习 特殊 光线 作图 完成 光路图
1448,凸透镜作图带凹透镜,完成光路图,凸透镜 作图 凹透镜 完成 光路图
1449,凸透镜作图带凹透镜,完成光路图,凸透镜 作图 凹透镜 完成 光路图
1450,凸透镜作图带凹透镜,完成光路图,凸透镜 作图 凹透镜 完成 光路图
1451,凸透镜作图带凹透镜,完成光路图,凸透镜 作图 凹透镜 完成 光路图
1452,凸透镜作图带凹透镜,完成光路图,凸透镜 作图 凹透镜 完成 光路图
1453,凸透镜作图带凹透镜,根据完成光路图,凸透镜 作图 凹透镜 根据 完成 光路图
1454,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,凸透镜 作图 凹透镜 观察 凹透镜 光路图 完成 右图
1455,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,凸透镜 作图 凹透镜 观察 凹透镜 光路图 完成 右图
1456,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,凸透镜 作图 凹透镜 观察 凹透镜 光路图 完成 右图
1457,20年12月02日物理练习,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...",20 12 02 物理 练习 平面镜 成像 器材 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 平面镜 成像 实验 ...
1458,20年12月02日物理练习,"(2007武汉中考)(3分)右图是研究平面镜成像特点的实验装置,A为玻璃板,B为点燃的蜡烛,C是和B完全相同但未点燃...",20 12 02 物理 练习 2007 武汉 中考 右图 研究 平面镜 成像 特点 实验 装置 玻璃板 点燃 蜡烛 完全相同 未点燃 ...
1459,20年12月02日物理练习,"如图甲所示,让一束太阳光通过棱镜射到白屏上,在光屏上就形成一条彩色光带,其颜色自上而下依次是（依次填写...",20 12 02 物理 练习 如图 所示 一束 太阳光 通过 棱镜 射到 白屏 光屏 形成 一条 彩色 光带 颜色 自上而下 依次 依次 填写 ...
1460,20年12月02日物理练习,"平面镜成像规律:平面镜所成像的大小与物体的大小,像和物体到平面镜的距离,和的连线与镜面。即平面镜所成的...",20 12 02 物理 练习 平面镜 成像 规律 平面镜 成像 大小 物体 大小 物体 平面镜 距离 连线 镜面 平面镜 所成 ...
1461,12月01日物理课堂练习凸透镜练习02,"(威海中考)如图所示,让一束平行光经过一凸透镜,在光屏上得到一个最小、最亮的光斑,小明用此透镜做“探...",12 01 物理 课堂练习 凸透镜 练习 02 威海 中考 如图所示 一束 平行 经过 凸透镜 光屏 得到 一个 最小 最亮 光斑 小明用 透镜 ...
1462,12月01日物理课堂练习凸透镜练习02,"(益阳中考)一凸透镜的焦距为15 cm,将点燃的蜡烛从离凸透镜20 cm处移到40 cm处的过程中,像的大小和像距的变...",12 01 物理 课堂练习 凸透镜 练习 02 益阳 中考 凸透镜 焦距 15 cm 点燃 蜡烛 从离 凸透镜 20 cm 处移 40 cm 过程 大小 像距 ...
1463,12月01日物理课堂练习凸透镜练习02,"(广州中考)蜡烛放在如图所示位置,通过凸透镜成倒立、缩小的像.小红画了图中的光路.下列说法正确的是()",12 01 物理 课堂练习 凸透镜 练习 02 广州 中考 蜡烛 放在 如图所示 位置 通过 凸透镜 倒立 缩小 小红画 光路 下列 说法 正确
1464,12月01日物理课堂练习凸透镜练习02,"(雅安中考)某班同学在“探究凸透镜成像规律”的实验中,记录并绘制了像到凸透镜的距离v跟物体到凸...",12 01 物理 课堂练习 凸透镜 练习 02 雅安 中考 某班 同学 探究 凸透镜 成像 规律 实验 记录 绘制 凸透镜 距离 物体 ...
1465,12月01日物理课堂练习凸透镜练习1,"(广州中考)蜡烛放在如图所示位置,通过凸透镜成倒立、缩小的像.小红画了图中的光路.下列说法正确的是()",12 01 物理 课堂练习 凸透镜 练习 广州 中考 蜡烛 放在 如图所示 位置 通过 凸透镜 倒立 缩小 小红画 光路 下列 说法 正确
1466,12月01日物理课堂练习凸透镜练习1,"(威海中考)如图所示,让一束平行光经过一凸透镜,在光屏上得到一个最小、最亮的光斑,小明用此透镜做“探...",12 01 物理 课堂练习 凸透镜 练习 威海 中考 如图所示 一束 平行 经过 凸透镜 光屏 得到 一个 最小 最亮 光斑 小明用 透镜 ...
1467,12月01日物理课堂练习凸透镜练习1,"(雅安中考)某班同学在“探究凸透镜成像规律”的实验中,记录并绘制了像到凸透镜的距离v跟物体到凸...",12 01 物理 课堂练习 凸透镜 练习 雅安 中考 某班 同学 探究 凸透镜 成像 规律 实验 记录 绘制 凸透镜 距离 物体 ...
1468,12月01日物理课堂练习凸透镜练习1,"(河北中考)探究凸透镜成像的规律时,光屏上得到一个倒立、缩小的烛焰像,将蜡烛向凸透镜移近一倍焦距的距离....",12 01 物理 课堂练习 凸透镜 练习 河北 中考 探究 凸透镜 成像 规律 光屏 得到 一个 倒立 缩小 烛焰 蜡烛 凸透镜 移近 一倍 焦距 距离 ....
1469,12月01日物理课堂练习凸透镜练习1,"物体在凸透镜前20 cm处,可以得到倒立放大的像,现将物体向透镜移近10 cm后,得到的像是()",12 01 物理 课堂练习 凸透镜 练习 物体 凸透镜 20 cm 可以 得到 倒立 放大 现将 物体 透镜 移近 10 cm 得到 像是
1470,12月01日物理课堂练习凸透镜练习1,"(贵港中考)大山同学做“探究凸透镜成像”的实验,当他把烛焰移到距透镜39 cm的地方时,在光屏上观...",12 01 物理 课堂练习 凸透镜 练习 贵港 中考 大山 同学 探究 凸透镜 成像 实验 烛焰 移到 透镜 39 cm 地方 光屏 上观 ...
1471,12月01日物理课堂练习凸透镜练习1,"(益阳中考)一凸透镜的焦距为15 cm,将点燃的蜡烛从离凸透镜20 cm处移到40 cm处的过程中,像的大小和像距的变...",12 01 物理 课堂练习 凸透镜 练习 益阳 中考 凸透镜 焦距 15 cm 点燃 蜡烛 从离 凸透镜 20 cm 处移 40 cm 过程 大小 像距 ...
1472,12月18日物理课堂练习近视远视综合,"晓河不注意用眼卫生,造成近视。他看远处物体时,眼球成像情况如下图中图所示,应采取的矫正方法如图所示。",12 18 物理 课堂练习 近视 远视 综合 晓河 注意 用眼 卫生 造成 近视 远处 物体 眼球 成像 情况 如下 图中图 所示 采取 矫正 方法 如图所示
1473,12月18日物理课堂练习近视远视综合,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...",12 18 物理 课堂练习 近视 远视 综合 同学 进一步 了解 视力 矫正 原理 利用 探究 凸透镜 成像 规律 装置 实验 发光体 ...
1474,12月18日物理课堂练习近视远视综合,"下图中,有的能够说明近视眼或远视眼的成像原理,有的给出了近视眼或远视眼的矫正方法。下列判断正确的是(   ...",12 18 物理 课堂练习 近视 远视 综合 下图 能够 说明 近视眼 远视眼 成像 原理 给出 近视眼 远视眼 矫正 方法 下列 判断 正确 ...
1475,12月18日物理课堂练习近视远视综合,"近视眼镜的镜片是一个透镜,它和眼球中相当于透镜的那部分的综合作用使得眼球这个“照相机”的&ld...",12 18 物理 课堂练习 近视 远视 综合 近视眼镜 镜片 一个 透镜 眼球 相当于 透镜 部分 综合 作用 使得 眼球 这个 照相机 ld ...
1476,12月18日物理课堂练习近视远视综合,"某物理兴趣小组用一组眼睛模型,一个能发出平行光束的光源和几个不同焦距的透镜来探究矫正视力的方法,如图所...",12 18 物理 课堂练习 近视 远视 综合 物理 兴趣小组 一组 眼睛 模型 一个 发出 平行光束 光源 几个 不同 焦距 透镜 探究 矫正视力 方法 如图 ...
1477,12月18日物理课堂练习近视远视综合,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...",12 18 物理 课堂练习 近视 远视 综合 同学 进一步 了解 视力 矫正 原理 利用 探究 凸透镜 成像 规律 装置 实验 发光体 ...
1478,12月18日物理课堂练习近视远视综合,如果一束来自远处某点的光经角膜和晶状体折射后所成得像落在视网膜(选填“前”或“后&rdquo...,12 18 物理 课堂练习 近视 远视 综合 如果 一束 来自 远处 某点 光经 角膜 晶状体 折射 所成 视网膜 选填 rdquo ...
1479,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,该实验的目的是( )",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 实验 目的
1480,12月15日物理课堂练习视频1,"如图研究凸透镜成像的实验时,当用一张纸板挡住一部分入射光线,则下列说法中错误的是( )",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 一张 纸板 挡住 一部分 入射光 下列 说法 错误
1481,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,在实验中发现无论如何调整光屏的位置,都不能在光屏上找到蜡烛的像,产生这一现...",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 实验 发现 无论如何 调整 光屏 位置 不能 光屏 找到 蜡烛 产生 这一现 ...
1482,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,下列关于该实验结论的说法错误的是( )",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 下列 关于 实验 结论 说法 错误
1483,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,该实验中使用到的实验器材有( )",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 实验 使用 实验 器材
1484,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,下列关于该实验的说法正确的是( )",12 15 物理 课堂练习 视频 如图 研究 凸透镜 成像 实验 下列 关于 实验 说法 正确
1485,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 目的 结论 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 目的 探究 凸透镜 ...
1486,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像器材)如图探究“凸透镜成像特点”,请回答下列问题:  (1)本实验器材有:(带刻度尺)、蜡...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 器材 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 器材 刻度尺 ...
1487,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的操作)探究“凸透镜成像特点”实验,请回答下列问题:(1)将凸透镜固定,让蜡烛从较远的...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 操作 探究 凸透镜 成像 特点 实验 回答 下列 问题 凸透镜 固定 蜡烛 ...
1488,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"某同学在做“凸透镜成像”的实验时,在光屏上得到烛焰的缩小的像,然后他把燃烧的蜡烛和光屏的位置...",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 同学 凸透镜 成像 实验 光屏 得到 烛焰 缩小 然后 燃烧 蜡烛 光屏 位置 ...
1489,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"如图所示,把一支点燃的蜡烛放在距离凸透镜2倍焦距以外的地方,在透镜的另一侧调节光屏位置可找到一个清晰的...",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 如图所示 一支 点燃 蜡烛 放在 距离 凸透镜 焦距 以外 地方 透镜 另一侧 调节 光屏 位置 找到 一个 清晰 ...
1490,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"做“凸透镜成像”实验时,烛焰在光屏上成了一个实像,如果用黑纸贴在透镜中心处,则[ ]",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 凸透镜 成像 实验 烛焰 光屏 上成 一个 实像 如果 黑纸 透镜 中心
1491,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"在探究凸透镜成像规律实验中,当烛焰位于距离凸透镜一倍焦距以内时,人眼观察到烛焰成像的情形是图示中的[ ]",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 探究 凸透镜 成像 规律 实验 当烛焰 位于 距离 凸透镜 一倍 焦距 以内 人眼 观察 烛焰 成像 情形 图示
1492,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"在探究凸透镜成像规律的实验中,当凸透镜、光屏和烛焰的位置如图所示时,光屏上能成一清晰的像,则[ ]",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 探究 凸透镜 成像 规律 实验 凸透镜 光屏 烛焰 位置 如图所示 光屏 上能 成一 清晰
1493,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"探究凸透镜成像的规律时,光屏上得到一个倒立、缩小的烛焰像,将蜡烛向凸透镜移近一倍焦距的距离。下列烛焰成...",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 探究 凸透镜 成像 规律 光屏 得到 一个 倒立 缩小 烛焰 蜡烛 凸透镜 移近 一倍 焦距 距离 下列 烛焰成 ...
1494,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"在做凸透镜成像实验中,烛焰到透镜20cm,成倒立、缩小的像,如果烛焰距透镜15cm,在光屏上[ ]",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 凸透镜 成像 实验 烛焰 透镜 20cm 倒立 缩小 如果 烛焰 透镜 15cm 光屏
1495,12月15日物理课堂练习凸透镜成像实验2（实验过程）,"小林同学做“探究凸透镜成像规律”的实验中,蜡烛、凸透镜、光屏在光具座上的位置如图所示,这时烛...",12 15 物理 课堂练习 凸透镜 成像 实验 实验 过程 小林 同学 探究 凸透镜 成像 规律 实验 蜡烛 凸透镜 光屏 具座 位置 如图所示 这时 ...
1496,第1节　透镜,"如图是把一副眼镜放在太阳光下,在地面上看到的情形,由此可以判断镜片是()",透镜 如图 一副 眼镜 放在 太阳光 地面 看到 情形 由此 可以 判断 镜片
1497,第1节　透镜,"如图是德国设计师设计的一个球形透镜太阳能系统,通过透镜聚光之后再发电.此透镜是一个()",透镜 如图 德国 设计师 设计 一个 球形 透镜 太阳能 系统 通过 透镜 聚光 之后 发电 透镜 一个
1498,第1节　透镜,"(郴州中考)如图F是透镜的焦点,其中正确的光路图是()",透镜 郴州 中考 如图 透镜 焦点 其中 正确 光路图
1499,第1节　透镜,"(常州中考)香水的主要成分是易燃酒精,如图所示为四瓶香水,透明玻璃瓶盖形状各异,最容易在阳光下引发火灾的...",透镜 常州 中考 香水 主要 成分 易燃 酒精 如图所示 四瓶 香水 透明 玻璃瓶 形状 各异 容易 阳光 引发 火灾 ...
1500,第1节　透镜,"放在凸透镜主轴上焦点以内的点光源S发出的光,通过凸透镜后的光路如图所示,则下列说法正确的是()",透镜 放在 凸透镜 主轴 焦点 以内 点光源 发出 通过 凸透镜 光路 如图所示 下列 说法 正确
1501,第1节　透镜,"(济南中考)凸透镜对光有会聚作用,所以凸透镜又叫做会聚透镜.下列各图是光通过透镜前后的光路图,据此判断图...",透镜 济南 中考 凸透镜 对光 会聚 作用 所以 凸透镜 叫做 会聚透镜 下列 各图 通过 透镜 前后 光路图 据此 判断 ...
1502,第1节　透镜,"将凸透镜正对太阳光,其下方的纸上呈现一个并非最小的光斑,如图所示,这时光斑到凸透镜的距离为l.若凸透镜远...",透镜 凸透镜 正对 太阳光 下方 呈现 一个 并非 最小 光斑 如图所示 这时 光斑 凸透镜 距离 凸透镜 ...
1503,第2节　生活中的透镜,"如图所示是照相机的成像示意图,以下说法中正确的是()",生活 透镜 如图所示 照相机 成像 示意图 以下 说法 正确
1504,第2节　生活中的透镜,"放电影时,电影胶片上的图案经凸透镜在银幕上成的是()",生活 透镜 放电影 电影胶片 图案 凸透镜 银幕 上成
1505,第2节　生活中的透镜,"(郴州中考)同学们在用温度计测量烧杯中水的温度时,从侧面可以观察到温度计插入水中的部分变大了.下列设备中...",生活 透镜 郴州 中考 同学 温度计 测量 烧杯 中水 温度 侧面 可以 观察 温度计 插入 水中 部分 变大 下列 设备 ...
1506,第2节　生活中的透镜,下列说法中正确的是(),生活 透镜 下列 说法 正确
1507,第2节　生活中的透镜,"如图所示的四个情景中,属于实像的是()",生活 透镜 如图所示 四个 情景 属于 实像
1508,第2节　生活中的透镜,"在使用凸透镜时,小明同学观察到了如图所示的实验现象.下列光学仪器的工作原理与该现象所反映的规律相同的是...",生活 透镜 使用 凸透镜 小明 同学 观察 如图所示 实验 现象 下列 光学仪器 工作 原理 现象 反映 规律 相同 ...
1509,第2节　生活中的透镜,"如图所示,投影仪是教学中常用设备,实框内是投影片上踢足球的图样,利用投影仪观察该图样时,若把反射平面镜去...",生活 透镜 如图所示 投影仪 教学 常用 设备 框内 影片 踢足球 图样 利用 投影仪 观察 图样 反射 平面镜 ...
1510,第2节　生活中的透镜,"(徐州中考)小明拿着放大镜,伸直手臂,通过放大镜观察远处的景物,看到的是景物的()",生活 透镜 徐州 中考 小明 放大镜 伸直 手臂 通过 放大镜 观察 远处 景物 看到 景物
1511,第1节　透镜,"透镜是利用光的_______规律制成的,有凸透镜和凹透镜两种,现有一个玻璃球分成A、B、C、D、E五块,其截面如图...",透镜 透镜 利用光 _______ 规律 制成 凸透镜 凹透镜 两种 现有 一个 玻璃球 分成 五块 截面 如图 ...
1512,第1节　透镜,"(怀化中考)如图所示表示小欣同学用激光分别射向甲、乙两透镜后光的传播路径,由图可知甲透镜应是_______透镜...",透镜 怀化 中考 如图所示 表示 小欣 同学 激光 分别 射向 透镜 后光 传播 路径 由图 可知 透镜 应是 _______ 透镜 ...
1513,第1节　透镜,"如图所示,光会聚于b点,在虚线区域内放甲透镜后,光会聚于主光轴MN上的c点;在虚线区域内换放乙透镜后,光会聚...",透镜 如图所示 会聚 虚线 区域 内放甲 透镜 会聚 主光轴 mn 虚线 区域 内换 透镜 会聚 ...
1514,第1节　透镜,"(东营中考)如图所示,请在图中画出两条入射光线通过凸透镜后的折射光线.",透镜 东营 中考 如图所示 中画 两条 入射光 通过 凸透镜 折射 光线
1515,第1节　透镜,"如图所示,将凸透镜正对着阳光,把一张白纸放在它的另一侧,来回移动白纸,直到白纸上的光斑变得最小、最亮,此...",透镜 如图所示 凸透镜 正对着 阳光 一张白纸 放在 另一侧 来回 移动 白纸 直到 白纸 光斑 变得 最小 ...
1516,第1节　透镜,"“削冰取火”利用了_______镜对光的会聚作用,通过“冰镜”的太阳光可以点燃放在______...",透镜 削冰 取火 利用 _______ 对光 会聚 作用 通过 冰镜 太阳光 可以 点燃 放在 ______...
1517,第1节　透镜,"如图所示,一束平行光经过凸透镜后,在光屏上得到一个最小、最亮的光斑.由此可知,凸透镜对光有_______作用,它...",透镜 如图所示 一束 平行 经过 凸透镜 光屏 得到 一个 最小 最亮 光斑 由此可知 凸透镜 对光 _______ 作用 ...
1518,第1节　透镜,"如图,请画出从光源S发出的三条光线,经透镜折射后的传播方向.",透镜 如图 请画 光源 发出 三条 光线 透镜 折射 传播 方向
1519,第1节　透镜,"(黔西南中考)如图所示,把一凸透镜放在平面镜前,当用眼睛观察镜子时,光束似乎是从M处发散开来的,则光束会聚...",透镜 黔西南 中考 如图所示 凸透镜 放在 平面镜 眼睛 观察 镜子 光束 似乎 是从 发散 开来 光束 会聚 ...
1520,第2节　生活中的透镜,"市公交公司为了保证人们的上下车安全,在公交车上安装了“电视监控器”.凸透镜是该装置的光学系统...",生活 透镜 公交公司 为了 保证 人们 上下车 安全 公交车 安装 电视 监控器 凸透镜 装置 光学系统 ...
1521,第2节　生活中的透镜,"如图所示的是投影仪成像示意图,其中凸透镜的作用是成_______(填“等大”“缩小”或&ld...",生活 透镜 如图所示 投影仪 成像 示意图 其中 凸透镜 作用 _______ 缩小 ld ...
1522,第2节　生活中的透镜,"小丑鱼颜色艳丽、体型较小,因此水族馆常将它放入球形鱼缸中以便观赏(如图所示),球形鱼缸起到了_______镜的...",生活 透镜 小丑鱼 颜色 艳丽 体型 因此 水族馆 放入 球形 鱼缸 以便 观赏 如图所示 球形 鱼缸 起到 _______ ...
1523,第2节　生活中的透镜,"(扬州中考)人脸识别门禁一体机是通过摄像机镜头来捕捉人脸信息.该摄像机镜头相当于_______透镜,它的成像与_...",生活 透镜 扬州 中考 人脸识别 门禁 一体机 通过 摄像机 镜头 捕捉 人脸 信息 摄像机 镜头 相当于 _______ 透镜 成像 _...
1524,第2节　生活中的透镜,"如图所示,在鉴定文物时,考古学家常用放大镜观察文物的细微部分,这时他看到的是______________的虚像.如果在...",生活 透镜 如图所示 鉴定 文物 考古学家 常用 放大镜 观察 文物 细微 部分 这时 看到 ______________ 虚像 如果 ...
1525,第2节　生活中的透镜,"如图所示,白纸上画了两个箭头(图甲).用玻璃杯装半杯水放在白纸前(图乙).人眼观察到位于下方的箭头发生了变...",生活 透镜 如图所示 白纸 上画 两个 箭头 图甲 玻璃杯 半杯 放在 白纸 图乙 人眼 观察 位于 下方 箭头 发生 ...
1526,第2节　生活中的透镜,"某同学做了两个照相机模型,如图所示,照相机A是在一个纸盒的中央粘上一张薄纸作为屏幕.一个盖上开一个小孔,...",生活 透镜 同学 两个 照相机 模型 如图所示 照相机 一个 纸盒 中央 一张 薄纸 作为 屏幕 一个 一个 小孔 ...
1527,2019级16班11.28-12.5错题集,完成光路图,2019 16 11.28 12.5 错题 完成 光路图
1528,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 目的 结论 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 目的 探究 凸透镜 ...
1529,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像器材)如图探究“凸透镜成像特点”,请回答下列问题:  (1)本实验器材有:(带刻度尺)、蜡...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 器材 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 器材 刻度尺 ...
1530,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的操作)探究“凸透镜成像特点”实验,请回答下列问题:(1)将凸透镜固定,让蜡烛从较远的...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 操作 探究 凸透镜 成像 特点 实验 回答 下列 问题 凸透镜 固定 蜡烛 ...
1531,20年12月10日物理练习,"下图中,有的能够说明近视眼或远视眼的成像原理,有的给出了近视眼或远视眼的矫正方法。下列判断正确的是(   ...",20 12 10 物理 练习 下图 能够 说明 近视眼 远视眼 成像 原理 给出 近视眼 远视眼 矫正 方法 下列 判断 正确 ...
1532,20年12月10日物理练习,"如图甲所示,让一束太阳光通过棱镜射到白屏上,在光屏上就形成一条彩色光带,其颜色自上而下依次是（依次填写...",20 12 10 物理 练习 如图 所示 一束 太阳光 通过 棱镜 射到 白屏 光屏 形成 一条 彩色 光带 颜色 自上而下 依次 依次 填写 ...
1533,20年12月10日物理练习,"某物理兴趣小组用一组眼睛模型,一个能发出平行光束的光源和几个不同焦距的透镜来探究矫正视力的方法,如图所...",20 12 10 物理 练习 物理 兴趣小组 一组 眼睛 模型 一个 发出 平行光束 光源 几个 不同 焦距 透镜 探究 矫正视力 方法 如图 ...
1534,20年12月10日物理练习,"(济南中考)凸透镜对光有会聚作用,所以凸透镜又叫做会聚透镜.下列各图是光通过透镜前后的光路图,据此判断图...",20 12 10 物理 练习 济南 中考 凸透镜 对光 会聚 作用 所以 凸透镜 叫做 会聚透镜 下列 各图 通过 透镜 前后 光路图 据此 判断 ...
1535,20年12月10日物理练习,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...",20 12 10 物理 练习 同学 进一步 了解 视力 矫正 原理 利用 探究 凸透镜 成像 规律 装置 实验 发光体 ...
1536,20年12月10日物理练习,"如图是把一副眼镜放在太阳光下,在地面上看到的情形,由此可以判断镜片是()",20 12 10 物理 练习 如图 一副 眼镜 放在 太阳光 地面 看到 情形 由此 可以 判断 镜片
1537,20年12月10日物理练习,"在使用凸透镜时,小明同学观察到了如图所示的实验现象.下列光学仪器的工作原理与该现象所反映的规律相同的是...",20 12 10 物理 练习 使用 凸透镜 小明 同学 观察 如图所示 实验 现象 下列 光学仪器 工作 原理 现象 反映 规律 相同 ...
1538,20年12月10日物理练习,"(2007武汉中考)(3分)右图是研究平面镜成像特点的实验装置,A为玻璃板,B为点燃的蜡烛,C是和B完全相同但未点燃...",20 12 10 物理 练习 2007 武汉 中考 右图 研究 平面镜 成像 特点 实验 装置 玻璃板 点燃 蜡烛 完全相同 未点燃 ...
1539,12月10日物理课堂练习显微镜,"使用显微镜时,被观察物体离物镜的距离()",12 10 物理 课堂练习 显微镜 使用 显微镜 观察 物体 物镜 距离
1540,12月10日物理课堂练习显微镜,"关于显微镜,下列说法正确的是()",12 10 物理 课堂练习 显微镜 关于 显微镜 下列 说法 正确
1541,12月10日物理课堂练习显微镜,"张光同学在用显微镜观察洋葱的细胞组成时,发现物体的像太小,看不清楚,这时他应该()",12 10 物理 课堂练习 显微镜 张光 同学 显微镜 观察 洋葱 细胞 组成 发现 物体 太小 看不清楚 这时 应该
1542,20年12月10日物理练习,"(凸透镜成像器材)如图探究“凸透镜成像特点”,请回答下列问题:  (1)本实验器材有:(带刻度尺)、蜡...",20 12 10 物理 练习 凸透镜 成像 器材 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 器材 刻度尺 ...
1543,20年12月10日物理练习,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...",20 12 10 物理 练习 凸透镜 成像 目的 结论 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 目的 探究 凸透镜 ...
1544,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 目的 结论 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 目的 探究 凸透镜 ...
1545,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像器材)如图探究“凸透镜成像特点”,请回答下列问题:  (1)本实验器材有:(带刻度尺)、蜡...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 器材 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 器材 刻度尺 ...
1546,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的操作)探究“凸透镜成像特点”实验,请回答下列问题:(1)将凸透镜固定,让蜡烛从较远的...",12 11 物理 课堂练习 凸透镜 过关 凸透镜 成像 操作 探究 凸透镜 成像 特点 实验 回答 下列 问题 凸透镜 固定 蜡烛 ...
1547,12月22日物理课堂练习密度与体积种类的关系,"如图,在研究质量与体积、物质种类的关系的时候,利用到的物理实验方法是( )",12 22 物理 课堂练习 密度 体积 种类 关系 如图 研究 质量 体积 物质 种类 关系 时候 利用 物理 实验 方法
1548,12月22日物理课堂练习密度与体积种类的关系,"如图实验中,研究质量与体积、物质种类的关系,得到的结论是( )",12 22 物理 课堂练习 密度 体积 种类 关系 如图 实验 研究 质量 体积 物质 种类 关系 得到 结论
1549,12月22日物理课堂练习密度与体积种类的关系,"如图实验中,研究质量与体积、物质种类的关系,得到的结论是( )",12 22 物理 课堂练习 密度 体积 种类 关系 如图 实验 研究 质量 体积 物质 种类 关系 得到 结论
1550,12月22日物理课堂练习密度与体积种类的关系,"如图实验中,研究质量与体积、物质种类的关系,下列说法中错误的是( )",12 22 物理 课堂练习 密度 体积 种类 关系 如图 实验 研究 质量 体积 物质 种类 关系 下列 说法 错误
1551,12月22日物理课堂练习密度与体积种类的关系02,"为了研究物质的某种特性,某同学选用了三种不同材料制成的长方体样品,他在实验中测得和经过计算的数据见下表...",12 22 物理 课堂练习 密度 体积 种类 关系 02 为了 研究 物质 某种 特性 同学 选用 三种 不同 材料 制成 长方体 样品 实验 中测 经过 计算 数据 下表 ...
