id,试卷名称,试题简介,word2vec
1363,12月01日物理课堂练习4-5色散选择练习,"绝大多数鱼类的体温与周围水温相同,然而,生活在海水中的月鱼,其体温比周围水温高。为证实这一点,可对水中月...","[-0.052861517902625645,-0.039008220333767975,-0.015454504517433435,0.15771878960177949,0.02832694469100755]"
1364,12月01日物理课堂练习4-5色散选择练习,"生活中,人们可以利用电视遥控器来实现对电视节目的选择,遥控器使用时发射的是( )","[-0.1413320232378809,-0.0912922636948918,0.04330116490784444,0.2768221826929795,0.07066879426374247]"
1365,20年11月18日物理练习,"如图所示,把正在响铃的闹钟放在玻璃钟罩内,用抽气机逐渐抽出其中的空气,外面听到的声音会逐渐  , 说 明 声 ...","[-0.03978211379779333,-0.0524713375012983,0.10645291315052997,0.20238751829178497,0.03244812143119899]"
1366,11月20日物理课堂练习色散考试,"(株洲中考)光的色散说明白光是一种复色光,棱镜对不同色光的偏折程度不同,其中对红光的偏折程度最小,对紫光...","[-0.04046353067343052,-0.032582784429765664,0.09045765068955147,0.1957868985975018,0.08405283079124415]"
1367,11月20日物理课堂练习色散考试,"2016年9月4日,G20杭州峰会“最忆是杭州”的文艺演出惊艳了全世界.西湖沿岸和湖中三岛的光绘山水,...","[-0.1391152416101911,-0.04941816718994894,0.026649588422680445,0.21607309438034214,0.026293705233415083]"
1368,11月20日物理课堂练习色散考试,"如图甲所示,让一束太阳光通过棱镜射到白屏上,在光屏上就形成一条彩色光带,其颜色自上而下依次是（依次填写...","[-0.0892813554406166,0.011605597557500005,0.013018811121582985,0.22363593950867652,0.023324295822530986]"
1369,11月20日物理课堂练习色散考试,"(课堂作业p71页第6题)用红、绿、三种色光照射白纸(图甲),中间的重叠区域会出现白色;当白光照射到鹦鹉图片上...","[-0.06963053970442463,0.007075949339196086,0.031297824112698436,0.23182690989536542,0.0491763309109956]"
1370,11月20日物理课堂练习色散考试,"紫外线能使发光。钞票或商标的某些位置用印上标记,在紫外线下就能识别这项标记,从而达到防伪作用。","[-0.12960941600613296,-0.00626683796078644,0.054420216855677696,0.22973476185209374,0.05066557673060081]"
1371,2019级16班10.31至11.6错题集,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...","[-0.2929813845337115,-0.055666815362532034,-0.487265253608877,0.26917813989249145,0.022932472723451527]"
1372,2019级16班10.31至11.6错题集,"(枣庄中考)小李同学看到在沸腾的油锅中取铁球的表演后,得知锅中的“油”是由油和醋组成的混合液...","[-0.007491700677201152,-0.08766860149335116,-0.13113019799347966,0.05261757909320295,0.027347706351429225]"
1373,第3节  第1课时　平面镜成像特点,"(临沂中考)关于平面镜成像的特点及其实验探究,下列说法正确的是()","[-0.29287111770827323,0.08871945017017424,-0.5524750771000981,0.22917889198288321,0.183670705438999]"
1374,第3节  第1课时　平面镜成像特点,"如图所示,用完全相同的两支蜡烛和一块玻璃板探究平面镜成像的特点.下列说法正确的是()","[-0.24751363059177117,0.03613274454084389,-0.49390972860376625,0.2309015716480858,0.13333866911638967]"
1375,第3节  第1课时　平面镜成像特点,"(潍坊中考)小丽面向穿衣镜,站在镜前60 cm处,镜中的像与她相距()","[-0.09417103430522339,-0.008048318442888558,-0.21362703779180134,0.19606115336396862,0.04803551566354664]"
1376,第3节  第1课时　平面镜成像特点,"(山西中考)在资治通鉴中记载“人以铜为镜,可以正衣冠;以古为镜,可以见兴替”.表明我们的祖先就会...","[-0.024774961341689855,0.0001723618350095219,-0.1588093954229003,0.1770189395174384,0.06553145894496185]"
1377,第3节  第1课时　平面镜成像特点,"如下所示的各图中,关于平面镜所成的像与物之间的位置关系正确的是()","[-0.14376325745667728,-0.0015034587787730353,-0.2946813463100365,0.08568467386066914,0.13756601278769917]"
1378,第3节  第1课时　平面镜成像特点,"如图所示,进入人眼睛的光线是由()","[-0.2070463600102812,-0.0412384201772511,-0.3080522276723059,0.31289316341280937,0.03975364081270527]"
1379,第3节  第1课时　平面镜成像特点,"如图,照镜子时人的位置保持不变,如果不小心镜子裂开成两半,并分别向上下两侧平移一段距离,则人通过上、下两...","[0.02940678467381407,0.03281490208411759,-0.06644983689131384,0.10523193029009484,0.08797078624642878]"
1380,第3节  第1课时　平面镜成像特点,"如图所示,两个平面镜L1和L2平行竖直放置,两镜相距s,物体A在两镜之间,A在L1中的像是A1,A在L2中的像是A2.已知...","[0.01083981290459633,-0.05296700820326805,-0.12872830044478178,0.1372077202796936,0.009662396307103336]"
1381,第2节　光的反射,"如图所示,小红同学能够看到掉在地面上不发光的书.下列说法正确的是()","[0.020118835678493437,0.08674154599959201,-0.25861323497850786,0.011506733230569147,0.2946639949540523]"
1382,第2节　光的反射,"如图所示,一束光斜射到平面镜上,其中反射角是()","[0.048192090421382866,-0.043051846857581816,-0.11966263755623782,0.215515875789736,0.05427806431959782]"
1383,第2节　光的反射,"如图所示,一束光线射向平面镜,那么这束光线的入射角和反射角的大小分别为()","[0.031790017344367996,-0.040051015365558364,-0.07558950170641765,0.17948686921348173,0.08986069685003409]"
1384,第2节　光的反射,"关于镜面反射和漫反射,下列说法中错误的是()","[-0.08608891196282846,0.12912803143262863,-0.3880932167438524,-0.11565784364938736,0.39345716365746086]"
1385,第2节　光的反射,"(龙岩中考)如图,一入射光线垂直射到平面镜上,其反射光线经过的点是()","[0.009025572333484888,0.0017033135518431664,-0.15419279277557507,0.27623836845159533,0.0709283410338685]"
1386,第2节　光的反射,"夜晚,当汽车发出的光照射到自行车尾灯上时,司机看到尾灯反射的光,就能及时避让.如图中有关自行车尾灯的光路...","[0.05672343922778964,-0.05345314370933921,0.02122050076723099,-0.005912783462554217,0.10299190841615201]"
1387,第2节　光的反射,"晚上,在桌面上铺一张白纸,把一块小平面镜平放在纸上,让手电筒的光正对着平面镜照射,如图所示,从侧面看去,是...","[0.028530052542919293,0.00444382568821311,-0.14481980638811365,0.11687450428144075,0.07906390656717122]"
1388,第2节　光的反射,"若反射光线与入射光线的夹角为80°,则入射光线与镜面的夹角是()","[0.046986116406818226,-0.014283252414315939,-0.05177831997732735,0.10330669043792617,0.02753784450598889]"
1389,第2节　光的反射,"(温州中考)如图,若要让反射光线恰好照中目标,在激光笔不动的情况下,可将平面镜()","[-0.007975953431533915,0.03281381194080625,-0.12239940967577109,0.2200752291828394,0.044795317309243333]"
1390,光学作图1109,"如图所示,一束激光射到平面镜上的O点,画出其法线和反射光线并标出反射角.","[0.027694391265798077,-0.027052161785272453,-0.07877253856545745,0.17803812643083244,0.025597047347288866]"
1391,光学作图1109,完成光路图,"[0.0891824133694172,-0.06237079873681069,-0.10425190581008792,0.0025410592555999757,0.016186320036649705]"
1392,光学作图1109,完成光路图,"[0.0891824133694172,-0.06237079873681069,-0.10425190581008792,0.0025410592555999757,0.016186320036649705]"
1393,光学作图1109,"如图所示,由点光源S发出的一束光AB射到镜面MN上,CD是由S发出的另一束入射光的反射光,请在图中画出点光源S的...","[0.11835458051217229,-0.04583402683860377,0.020233058689260168,-0.005108088205911611,0.05665162401764016]"
1394,光学作图1109,"如图所示,护林员利用一块平面镜使此时的太阳光水平射向山洞中P点,请你通过作图标出平面镜的位置,并标出反射...","[0.042008806881494824,-0.0001797511009499431,-0.0743838036665693,0.14569462602958083,0.07597285732626916]"
1395,光学作图1109,"潜望镜中两块平面镜平行放置与水平方向成45°夹角,已知一条沿水平方向的入射光线,作出光在潜望镜中的光...","[0.09176017814094112,-0.018689217711133615,-0.03949950577779895,0.1324423233135825,-0.0358494326827072]"
1396,第2节　光的反射,"(德阳中考)如图,根据给出的反射光线OB画出入射光线AO,并标出入射角度数.","[-0.022454213723540305,-0.03426524971922239,-0.08596792685178418,0.16845119168671469,0.045917067552606265]"
1397,第2节　光的反射,"(长沙中考)小天用图示装置探究“光的反射定律”,请完成下列各题:  (1)图1中反射角是____度. (2)...","[-0.10314653647531355,-0.0022735364868172576,-0.20590908186776297,0.17319446830411575,0.05895410947102521]"
1398,第2节　光的反射,"坐在电影院的每个位置上都可以看到银幕上的画面,这是因为发生了光的_______用久的黑板会发生反光,这是因为...","[0.12367176784512897,-0.0009565335801906055,-0.04763918939150042,-0.02089434629306197,0.14995734590209192]"
1399,第2节　光的反射,"(天津中考)一束平行光与镜面成30°角射到平面镜上,反射角大小是_______,人迎着反射光的方向可以看到刺眼的...","[0.004679041497997547,-0.09637335825123285,-0.03548105090464416,0.14426368131841483,0.03568738377898147]"
1400,第2节　光的反射,"(山西中考)如图所示是光线经过平面镜反射后的光路图,请你在图中适当的位置画出平面镜,并标出反射角的度数.","[0.016605799202807248,0.01611132620018907,-0.10240852338756667,0.20715428655967116,0.05523242853814736]"
1401,第2节　光的反射,"(聊城中考)为了“探究光反射时的规律”,实验小组的同学选用了平面镜、纸板、激光器和几种不同颜...","[-0.065532893901143,0.0707877730293309,-0.13832995317438068,0.17641966121599956,0.05004115260260947]"
1402,第3节  第1课时　平面镜成像特点,"(大连中考)在探究“平面镜成像的特点”时,把一支点燃的蜡烛A放在玻璃板的前面,再拿一支外形与蜡...","[-0.13417124777640166,0.00024155365597260624,-0.3150532439743218,0.27939874041629464,0.03885923621955475]"
1403,第3节  第1课时　平面镜成像特点,"(济南中考)小丽非常注重自己的衣着整洁,每天上学出门前都要通过镜子检查一下,当她走近平面镜时,她在平面镜...","[-0.017475135539743034,-0.01211835029111667,-0.12626213940199127,0.1798279094933109,0.009052330474580893]"
1404,第3节  第1课时　平面镜成像特点,"(枣庄中考)一只燕子在平静的湖面上飞过,当燕子距水面6 m时,它的“倒影”距水面_______m,它在湖面...","[0.04369329567998648,0.015143826655629607,-0.12297157102471423,0.1492966841906309,-0.05624498699196717]"
1405,第3节  第1课时　平面镜成像特点,"(吉林中考)如图所示,请画出物体AB在平面镜中的像.","[-0.13827683454887435,-0.06126977266235785,-0.29986153534528887,0.299321564253081,0.016370658625171265]"
1406,第3节  第1课时　平面镜成像特点,"(达州中考)身高1.70 m的李洋同学面向穿衣镜站在镜前1 m,镜中的像与他相距_______m,若他远离平面镜后退0.5 m...","[-0.030888851155482587,-0.04032834414170966,-0.18725933158947597,0.1776088856249338,0.041418996323565285]"
1407,第3节  第1课时　平面镜成像特点,"一湖水的深度为5 m,一只水鸟在距湖面18 m高的空中飞行,它在湖中的像距湖面的距离是_______m,当它向下俯冲捕...","[-0.006980758719146252,-0.060342805669642986,-0.09585305489599705,0.1131382676307112,0.032878699729917575]"
1408,第3节  第1课时　平面镜成像特点,"小丽同学站在平面镜前2 m处,她看到镜中自己的像是由于光的_______现象形成的,她的像到镜面的距离为_______m...","[0.036417365368259576,-0.005807332596496531,-0.19483009662087025,0.12914838563454778,0.0860756841966098]"
1409,第3节  第1课时　平面镜成像特点,"(河南中考)如图是“探究平面镜成像的特点”的实验装置. (1)实验中用玻璃板代替平面镜,主要利用了...","[-0.27403690991923213,0.0350887259002775,-0.44619486029259864,0.3637998836115003,-0.0005194651719648392]"
1410,20年11月25日物理练习,"(改编于2019武汉)在“探究水沸腾时温度变化的特点”的实验中,某组同学用如图甲所示实验装置进行...","[-0.4583236027339643,0.07412033384157853,-0.3033492395823652,0.37735256298699166,0.03240780708041381]"
1411,20年11月25日物理练习,请同学们注意观察右图  这是一个由组成的三棱镜 再注意这里看到实验现象:从上到下依次是:。,"[-0.13787905792705715,0.029017392452806236,0.0025189057923853397,0.32131787538528445,0.13051896244287492]"
1412,20年11月25日物理练习,"(课堂作业p71页第6题)用红、绿、三种色光照射白纸(图甲),中间的重叠区域会出现白色;当白光照射到鹦鹉图片上...","[-0.06538366959632738,0.016929570585489273,0.027420562165586845,0.24582146950390027,0.05910319328794013]"
1413,20年11月25日物理练习,下列说法不正确的是( ),"[-0.5174471270292997,0.08769075223244727,-0.17513028858229518,0.48469854332506657,0.2998694491107017]"
1414,20年11月25日物理练习,"如图甲所示,让一束太阳光通过棱镜射到白屏上,在光屏上就形成一条彩色光带,其颜色自上而下依次是（依次填写...","[-0.08603022224269807,0.02123738659429364,0.008541476214304566,0.23670610203407705,0.03176037080508346]"
1415,20年11月25日物理练习,"如图所示,小红同学能够看到掉在地面上不发光的书.下列说法正确的是()","[-0.21100633231302102,0.06366881517072519,-0.1356514864290754,0.29317439769705134,0.22506707531089584]"
1416,20年11月25日物理练习,在“探究固体熔化时温度的变化规律”的实验中，实验装置如图甲所示。  （1）试管中装有适量的碎...,"[-0.438152773820452,-0.0001861604028626492,-0.21686500555982713,0.40036962019573696,0.012321780558283391]"
1417,20年11月25日物理练习,"医院内杀菌用的紫外线灯看起来发出淡紫色光,其原因是( )","[-0.21042698769209284,-0.0716291496840616,0.1185180547957619,0.37544260515520966,0.05305809651811917]"
1418,11月24日物理课堂练习501凸透镜1,"在图中,属于凸透镜的是[ ]","[-0.41009903023950756,0.02758265705779195,-0.09047221438959241,0.4496769281104207,0.034400150179862976]"
1419,11月24日物理课堂练习501凸透镜1,"(来宾中考)下列透镜中,属于凹透镜的是( )","[-0.2455542175254474,0.03119462387015422,-0.10983616905286908,0.3032313334600379,0.07714771386235952]"
1420,11月24日物理课堂练习501凸透镜1,"放在凸透镜主轴上焦点以内的点光源S发出的光,通过凸透镜后的光路如图所示,则下列说法正确的是( )","[-0.13616807302460074,0.07360322833992541,-0.14477979089133441,0.2014724095351994,0.1563927674200386]"
1421,20年11月25日物理练习,(6分)小亮利用如图甲所示的装置探究某物质熔化时温度的变化规律。请回答下列问题:(1)测量温度所使用的温度...,"[-0.4777880508614623,-0.02035363338401784,-0.2928918510999369,0.32554459539444547,0.0076844422349139395]"
1422,20年11月25日物理练习,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...","[-0.4236978536302393,0.021020729814402082,-0.40757193602621555,0.5376912240277637,0.06748349964618683]"
1423,20年11月25日物理练习,"(温州中考)如图,若要让反射光线恰好照中目标,在激光笔不动的情况下,可将平面镜()","[-0.19433697362223432,0.025570477152036294,-0.050201024840741106,0.40844972824884784,0.04232425708323717]"
1424,平面镜成像特点,利用平面镜可以(  ),"[-0.24835225443045297,-0.0354084181599319,-0.5052410165468851,0.45436592896779376,0.05223758829136689]"
1425,平面镜成像特点,"如图所示是一只熊猫在照镜子,它看到的像应该是图中的( )","[-0.07004778609714574,0.024780550143784944,-0.2752850725212031,0.270874366371168,-0.0066942357354693935]"
1426,平面镜成像特点,"光源S向四处发光,一些光经平面镜反射后进入了人的眼睛,引起视觉。由于有光沿传播的经验,人会感觉这些光好像...","[-0.04451051818044937,-0.09631761693922074,-0.10870310818047627,0.10527054568671662,0.029124374541899433]"
1427,平面镜成像特点,"平面镜成像规律:平面镜所成像的大小与物体的大小,像和物体到平面镜的距离,和的连线与镜面。即平面镜所成的...","[-0.12090615751711944,-0.05882038362324238,-0.34935472699764525,0.3167476453083126,0.01683747140984786]"
1428,平面镜成像特点,平面镜的成像特点 平面镜所成的像与物大小;像距物距;像点与物点的连线与镜面。,"[-0.16766376420855522,-0.058487538115254464,-0.34902407907481703,0.3254097012270774,-0.0072317883106214655]"
1429,平面镜成像特点,"(2007武汉中考)(3分)右图是研究平面镜成像特点的实验装置,A为玻璃板,B为点燃的蜡烛,C是和B完全相同但未点燃...","[-0.2251559275349504,0.0474887021670216,-0.353676037617812,0.32204422707620417,0.05241593287179344]"
1430,-,利用平面镜可以(  ),"[-0.031231035788853962,-0.022969200275838375,-0.2666659355163574,0.3342971205711365,0.11849036129812399]"
1431,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凸透镜的1号特殊光线,下列入射光线与之不同的是( )","[-0.21987167233601213,-0.016306887002428994,-0.09042713435337646,0.28012728597968817,0.04389067296870053]"
1432,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凸透镜的2号特殊光线,下列入射光线与之不同的是( )","[-0.21987167233601213,-0.016306887002428994,-0.09042713435337646,0.28012728597968817,0.04389067296870053]"
1433,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凸透镜的3号特殊光线,下列入射光线与之不同的是( )","[-0.21987167233601213,-0.016306887002428994,-0.09042713435337646,0.28012728597968817,0.04389067296870053]"
1434,12月1日物理课堂练习特殊光线,下列不属于特殊光线的是( ),"[-0.39642547898822356,-0.08482056028313106,-0.0901914693466905,0.32587580382823944,0.012283671233389111]"
1435,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凹透镜的1号特殊光线,下列入射光线与之不同的是( )","[-0.20386693655746058,-0.02489046854316257,-0.07940634543047054,0.2439362620934844,0.04521276941522956]"
1436,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凹透镜的2号特殊光线,下列入射光线与之不同的是( )","[-0.20386693655746058,-0.02489046854316257,-0.07940634543047054,0.2439362620934844,0.04521276941522956]"
1437,12月1日物理课堂练习特殊光线,"如图红色光线,被我们称之为凹透镜的3号特殊光线,下列入射光线与之不同的是( )","[-0.20386693655746058,-0.02489046854316257,-0.07940634543047054,0.2439362620934844,0.04521276941522956]"
1438,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1439,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1440,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1441,12月06日物理课堂练习特殊光线作图,"如图,若有一束平行于主光轴的光线射向凸透镜,请你自己在图中画出入射光线,并完成光路图。","[-0.14318170277401807,-0.04214772712439299,-0.06491845785058104,0.25143453311175107,0.005360443517565728]"
1442,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1443,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1444,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1445,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1446,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1447,12月06日物理课堂练习特殊光线作图,完成光路图。,"[-0.32030970727403957,-0.10562130684653917,-0.020243499803149864,0.3534955167108112,-0.05596208324035008]"
1448,凸透镜作图带凹透镜,完成光路图,"[-0.031797601468861104,0.049857620149850845,-0.2579313099384308,0.06745404303073883,0.01238660290837288]"
1449,凸透镜作图带凹透镜,完成光路图,"[-0.031797601468861104,0.049857620149850845,-0.2579313099384308,0.06745404303073883,0.01238660290837288]"
1450,凸透镜作图带凹透镜,完成光路图,"[-0.031797601468861104,0.049857620149850845,-0.2579313099384308,0.06745404303073883,0.01238660290837288]"
1451,凸透镜作图带凹透镜,完成光路图,"[-0.031797601468861104,0.049857620149850845,-0.2579313099384308,0.06745404303073883,0.01238660290837288]"
1452,凸透镜作图带凹透镜,完成光路图,"[-0.031797601468861104,0.049857620149850845,-0.2579313099384308,0.06745404303073883,0.01238660290837288]"
1453,凸透镜作图带凹透镜,根据完成光路图,"[-0.02145566434289018,-0.028445866579810776,-0.23922661691904068,0.08622673153877258,0.0017958302050828934]"
1454,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,"[-0.025468653766438365,0.09772495413199067,-0.22704616258852184,0.06582822231575847,0.10794284986332059]"
1455,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,"[-0.025468653766438365,0.09772495413199067,-0.22704616258852184,0.06582822231575847,0.10794284986332059]"
1456,凸透镜作图带凹透镜,观察凹透镜光路图再完成右图,"[-0.025468653766438365,0.09772495413199067,-0.22704616258852184,0.06582822231575847,0.10794284986332059]"
1457,20年12月02日物理练习,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...","[-0.4167976751923561,0.009052691261538051,-0.3985974683680318,0.5066844726150687,0.04253000317310745]"
1458,20年12月02日物理练习,"(2007武汉中考)(3分)右图是研究平面镜成像特点的实验装置,A为玻璃板,B为点燃的蜡烛,C是和B完全相同但未点燃...","[-0.291073056115281,0.03555926591867492,-0.17226173165476039,0.3965362888716516,0.03584924331378369]"
1459,20年12月02日物理练习,"如图甲所示,让一束太阳光通过棱镜射到白屏上,在光屏上就形成一条彩色光带,其颜色自上而下依次是（依次填写...","[-0.07970505867463847,0.01026668458750161,0.01676807156763971,0.20828324657243985,0.008886332371427367]"
1460,20年12月02日物理练习,"平面镜成像规律:平面镜所成像的大小与物体的大小,像和物体到平面镜的距离,和的连线与镜面。即平面镜所成的...","[-0.19675183562295775,-0.060625145034421055,-0.16835197442699046,0.39174414346260683,0.0036592067529757815]"
1461,12月01日物理课堂练习凸透镜练习02,"(威海中考)如图所示,让一束平行光经过一凸透镜,在光屏上得到一个最小、最亮的光斑,小明用此透镜做“探...","[-0.06522495016131712,0.046665748743259385,0.010159690935245675,0.2945777222757106,0.009909731204338048]"
1462,12月01日物理课堂练习凸透镜练习02,"(益阳中考)一凸透镜的焦距为15 cm,将点燃的蜡烛从离凸透镜20 cm处移到40 cm处的过程中,像的大小和像距的变...","[-0.2031065424044545,-0.08193926950200246,-0.09106803155289248,0.3599378582842362,-0.016592081277989425]"
1463,12月01日物理课堂练习凸透镜练习02,"(广州中考)蜡烛放在如图所示位置,通过凸透镜成倒立、缩小的像.小红画了图中的光路.下列说法正确的是()","[-0.1507175808285617,0.04731523829766295,-0.09810671769082546,0.25175470067188144,0.11155782915143804]"
1464,12月01日物理课堂练习凸透镜练习02,"(雅安中考)某班同学在“探究凸透镜成像规律”的实验中,记录并绘制了像到凸透镜的距离v跟物体到凸...","[-0.2705289027230306,0.04755549801682884,-0.19172689005393875,0.3930973910980604,-0.020585073581473396]"
1465,12月01日物理课堂练习凸透镜练习1,"(广州中考)蜡烛放在如图所示位置,通过凸透镜成倒立、缩小的像.小红画了图中的光路.下列说法正确的是()","[-0.15170666784979403,0.05537621685791583,-0.10789054756363232,0.25320480573212817,0.11917087227283489]"
1466,12月01日物理课堂练习凸透镜练习1,"(威海中考)如图所示,让一束平行光经过一凸透镜,在光屏上得到一个最小、最亮的光斑,小明用此透镜做“探...","[-0.06228305001489141,0.05433079693466425,0.005741780994205989,0.29790841445157473,0.012556358822621405]"
1467,12月01日物理课堂练习凸透镜练习1,"(雅安中考)某班同学在“探究凸透镜成像规律”的实验中,记录并绘制了像到凸透镜的距离v跟物体到凸...","[-0.2772232907868567,0.05562791751608962,-0.20596882337260813,0.4012781004643156,-0.01926454963783423]"
1468,12月01日物理课堂练习凸透镜练习1,"(河北中考)探究凸透镜成像的规律时,光屏上得到一个倒立、缩小的烛焰像,将蜡烛向凸透镜移近一倍焦距的距离....","[-0.17973385997116567,0.034231231398880485,-0.10025528897531331,0.3325831434130669,-0.024244171380996705]"
1469,12月01日物理课堂练习凸透镜练习1,"物体在凸透镜前20 cm处,可以得到倒立放大的像,现将物体向透镜移近10 cm后,得到的像是()","[-0.2163409489968961,-0.039961274289949375,-0.01935233273120089,0.3708095552230423,-0.04572677214375951]"
1470,12月01日物理课堂练习凸透镜练习1,"(贵港中考)大山同学做“探究凸透镜成像”的实验,当他把烛焰移到距透镜39 cm的地方时,在光屏上观...","[-0.17005251380412476,0.017306324216010777,-0.1422010750469306,0.3450616278746368,0.002636409324148427]"
1471,12月01日物理课堂练习凸透镜练习1,"(益阳中考)一凸透镜的焦距为15 cm,将点燃的蜡烛从离凸透镜20 cm处移到40 cm处的过程中,像的大小和像距的变...","[-0.20603293396532535,-0.08033822782337666,-0.09900490120053292,0.36548327283933757,-0.015323121473193169]"
1472,12月18日物理课堂练习近视远视综合,"晓河不注意用眼卫生,造成近视。他看远处物体时,眼球成像情况如下图中图所示,应采取的矫正方法如图所示。","[-0.11055925995111465,-0.07001476395875215,-0.02889145355671644,0.19591820823960007,-0.0038372506201267242]"
1473,12月18日物理课堂练习近视远视综合,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...","[-0.2434964595701207,0.030386327723549173,-0.17135214543139393,0.342114017683674,-0.009178109721026638]"
1474,12月18日物理课堂练习近视远视综合,"下图中,有的能够说明近视眼或远视眼的成像原理,有的给出了近视眼或远视眼的矫正方法。下列判断正确的是(   ...","[-0.17585632245501745,-0.033803921354853585,-0.08415342654789919,0.10556999993834482,0.1310542702836835]"
1475,12月18日物理课堂练习近视远视综合,"近视眼镜的镜片是一个透镜,它和眼球中相当于透镜的那部分的综合作用使得眼球这个“照相机”的&ld...","[-0.02651131331778901,-0.03446655914835308,0.032343513453784195,0.13170302359630232,0.01388019143158327]"
1476,12月18日物理课堂练习近视远视综合,"某物理兴趣小组用一组眼睛模型,一个能发出平行光束的光源和几个不同焦距的透镜来探究矫正视力的方法,如图所...","[-0.0895186030678451,-0.053487612940371035,0.03349359892308712,0.18752970500849186,0.008473246339708567]"
1477,12月18日物理课堂练习近视远视综合,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...","[-0.2434964595701207,0.030386327723549173,-0.17135214543139393,0.342114017683674,-0.009178109721026638]"
1478,12月18日物理课堂练习近视远视综合,如果一束来自远处某点的光经角膜和晶状体折射后所成得像落在视网膜(选填“前”或“后&rdquo...,"[-0.060506087240009075,-0.03004536183462256,0.03871696695153202,0.20233707302915196,0.0001203652826093492]"
1479,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,该实验的目的是( )","[-0.4689775239676237,-0.011810575301448504,-0.26262500633796054,0.5010275319218636,-0.03842585083718101]"
1480,12月15日物理课堂练习视频1,"如图研究凸透镜成像的实验时,当用一张纸板挡住一部分入射光线,则下列说法中错误的是( )","[-0.28674138999647564,0.051472383861740426,-0.2530414230811099,0.22490879241377115,0.1074853380365918]"
1481,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,在实验中发现无论如何调整光屏的位置,都不能在光屏上找到蜡烛的像,产生这一现...","[-0.19870473893926194,-0.001527083045600549,-0.10047351645872644,0.23042858278621797,0.022751534114713253]"
1482,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,下列关于该实验结论的说法错误的是( )","[-0.3815235069487244,0.07702665054239333,-0.33758737053722143,0.28664271812886,0.15712311083916575]"
1483,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,该实验中使用到的实验器材有( )","[-0.4392675262476716,0.015542376254286084,-0.27741825580596924,0.48969459746565136,-0.03528508796755756]"
1484,12月15日物理课堂练习视频1,"如图为研究凸透镜成像的实验,下列关于该实验的说法正确的是( )","[-0.408844647059838,0.07391985580325126,-0.35731655756632485,0.3025417119264603,0.15855754973987737]"
1485,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...","[-0.4408215180687282,0.05468236314861671,-0.4093262031674385,0.5069964294848235,0.027196097309174744]"
1486,12月11日物理课堂练习凸透镜3合1过关,"(凸透镜成像器材)如图探究“凸透镜成像特点”,请回答下列问题:  (1)本实验器材有:(带刻度尺)、蜡...","[-0.44569269532249084,0.02323688371550469,-0.3727382964321545,0.5057253383454822,0.017916142408336912]"
